hotel_id	dateAdded	dateUpdated	categories	primaryCategories	name	websites	locationId
AVwc56TA_7pvs4fz0NdI	2015-10-19T07:37:36Z	2018-01-20T05:49:23Z	Hotels,Motels,Hotel	Accommodation & Food Services	Quality Inn Suites	https://www.choicehotels.com/florida/destin/quality-inn-hotels/flc69?pmf=yextandmc=llyxyxpx	LOC0732
AVwc5AUsByjofQCxjTsN	2016-05-16T23:09:00Z	2018-01-30T05:58:43Z	Hotels and motels,Hotel and motel reservations,Resorts,Hotels,Lodging,Vacation Homes Rentals and Sales,Hotel	Accommodation & Food Services	Litson Villas	http://litson-villas.com	LOC0605
AVwc5D0_kufWRAb50IDu	2015-10-19T07:52:34Z	2018-06-25T08:58:49Z	Hotels,Apartments,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel	Accommodation & Food Services	Echo Sails Motel	http://www.echosailsmotel.com	LOC0461
AVwc5DdcIN2L1WUfqBcg	2016-06-22T19:06:07Z	2018-01-19T05:51:43Z	Hotels,Lodging,Corporate Lodging,Hotels-Apartment,Motels,Hotel	Accommodation & Food Services	Crossland Economy Studios Shreveport - Bossier City	http://dms.netmng.com/si/cm/tracking/DGTrackingRedirect.aspx?siclientid=2918andsiredirect=http%3a%2f%2fwww.crosslandstudios.com%2fproperty%2fCrossland-Economy-Studios-Shreveport-Bossier-City-hotel.htmlandsisearchengine=326andsiproduct=Crossland+Economy+St	LOC0026
AVwc5fjDByjofQCxjY7d	2017-02-02T00:56:27Z	2018-05-28T16:13:47Z	Hotels,Lodging,Accommodations & Lodging,Hotel	Accommodation & Food Services	Hilton Garden Inn Myrtle Beach/Coastal Grand Mall	http://hiltongardeninn3.hilton.com/en/hotels/south-carolina/hilton-garden-inn-myrtle-beach-coastal-grand-mall-MYRAPGI/index.html	LOC1281
AVwc5FUvIN2L1WUfqBv-	2016-05-16T22:37:41Z	2018-03-07T23:30:04Z	Hotels,Lodging,Motels,Hotel	Accommodation & Food Services	Magnuson Hotel Nashville North	http://www.magnusonhotels.com/M20630	LOC1710
AVwc5HVjByjofQCxjU5T	2016-05-16T23:08:36Z	2018-06-04T23:47:43Z	Hotels,Hotels and motels,Budget Hotels,Corporate Lodging,Tourist Hotels,Lodging,Hotels Motels,Motels,Family-friendly Hotels,Business Hotels,Hotel	Accommodation & Food Services	Comfort Inn	https://www.choicehotels.com/north-carolina/dunn/comfort-inn-hotels/nc285?pmf=yextandmc=llyxyxpx,https://www.choicehotels.com/north-carolina/dunn/comfort-inn-hotels/nc285?pmf=yext&mc=llyxyxpx	LOC0478
AVwc5iSZIN2L1WUfqGpg	2016-08-03T21:04:59Z	2018-01-09T12:10:20Z	Hotels and motels,Hotels,Hotel	Accommodation & Food Services	Baymont Inn & Suites Goodlettsville	http://book.bestwestern.com/bestwestern/US/TN/Goodlettsville-hotels/BEST-WESTERN-Fairwinds-Inn/Hotel-Overview.do?propertyCode=43158&sob=YEXTGEN&cm_mmc=BL-_-YEXTGEN-_-GEN-_-LINK	LOC0719
AVwc5Jjt_7pvs4fz0Flg	2016-05-08T22:39:33Z	2018-01-19T05:46:28Z	Hotels,Lodging,Corporate Lodging,Motels,Hotels Motels,Hotel	Accommodation & Food Services	Sleep Inn	https://www.choicehotels.com/west-virginia/charleston/sleep-inn-hotels/wv412?pmf=yextandmc=llyxyxpx,https://www.choicehotels.com/west-virginia/charleston/sleep-inn-hotels/wv412/rates?source=yext	LOC0096
AVwc5kWBIN2L1WUfqHFe	2016-11-15T04:50:48Z	2018-01-20T05:12:49Z	Hotels,Lodging,Motels,Hotel	Accommodation & Food Services	Motel 6 Lawrence Ks	https://www.motel6.com/en/motels.ks.lawrence.4307.html?lid=X_PMG_NaturalSearch_Local_Yext_4307andutm_source=localandutm_medium=localandutm_campaign=yextlocal-4307,http://motel6.com/en/motels.ks.lawrence.4307.html?srccode=X_PMG_NaturalSearch_Local_Yext_430	LOC0809
AVwc5rFrByjofQCxjbI9	2017-04-19T21:22:38Z	2018-01-29T05:26:51Z	Hotel,Hotels and motels,Hotels,Lodging	Accommodation & Food Services	Aloft Detroit at The David Whitney	http://www.aloftdetroit.com?SWAQ=94ZA,http://www.starwoodhotels.com/alofthotels/property/overview/index.html?propertyID=3773&language=en_US,http://www.aloftdetroit.com?swaq=94za	LOC0196
AVwc5tET_7pvs4fz0Lkc	2016-05-05T12:43:31Z	2018-04-18T14:30:59Z	Hotels,Corporate Lodging,Lodging,Motels,Hotel	Accommodation & Food Services	Comfort Suites	https://www.choicehotels.com/michigan/south-haven/comfort-suites-hotels/mi242/rates?source=yext,https://www.choicehotels.com/michigan/south-haven/comfort-suites-hotels/mi242?mc=llyxyxpx,https://www.choicehotels.com/michigan/south-haven/comfort-suites-hote	LOC1606
AVwc5u3HByjofQCxjbvH	2016-05-23T08:02:14Z	2018-01-10T11:19:49Z	Hotel,Hotels Motels,Family-friendly Hotels,Tourist Hotels,Budget Hotels,Lodging,Business Hotels,Hotels,Hotels & Motels,Motels	Accommodation & Food Services	Rodeway Inn	http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PNH1zm8s3Brpxys1zenB1gqaWKBJHqW1zmY4LugXzRMm6gWwRM8YReAQ0E_6dB-9o1o4p9JRvZ6inm-_yjBn5qK-caOc5YmoqsuhyWefg0GIXUpB-gaDEbTXjXBIwNkUoqBoOKGxIDcAUkgKF9HE	LOC0056
AVwc5WdKkufWRAb50LJX	2016-06-04T23:50:20Z	2018-06-25T08:58:46Z	Hotels,Hotels and motels,Hotel and motel mgmt.,Hotel	Accommodation & Food Services	Best Western Pasadena Royale	http://book.bestwestern.com/bestwestern/US/CA/Pasadena-hotels/BEST-WESTERN-Pasadena-Royale/Hotel-Overview.do?propertyCode=05441&sob=YEXTGEN&cm_mmc=BL-_-YEXTGEN-_-GEN-_-LINK	LOC1501
AVwc5ZR8IN2L1WUfqE_6	2017-03-15T18:56:28Z	2018-01-28T06:24:38Z	Hotels,Lodging,Hotel	Accommodation & Food Services	Best Western Plus Stevens County Inn	https://www.bestwestern.com/en_US/book/hotel-rooms.17139.html?iata=00171890andssob=BLBWI0003Gandcid=BLBWI0003G:yext:website:17139	LOC0656
AVwc6_9sByjofQCxjpxZ	2016-08-02T21:14:53Z	2018-02-02T07:16:06Z	Hotels and motels,Hotel	Accommodation & Food Services	Cave Mountain Motel	http://www.cavemountainmotel.com	LOC1648
AVwc64A1ByjofQCxjoY9	2016-06-06T16:18:17Z	2018-03-18T19:37:35Z	Lodging,Hotels,Hotel	Accommodation & Food Services	Best Western Territorial Inn Suites	https://www.bestwestern.com/en_US/book/hotel-rooms.32104.html?iata=00171890andssob=BLBWI0003Gandcid=BLBWI0003G:yext:website:32104,http://book.bestwestern.com/bestwestern/US/NM/Bloomfield-hotels/BEST-WESTERN-Territorial-Inn---Suites/Hotel-Overview.do?prope	LOC0024
AVwc65WOByjofQCxjoln	2016-03-25T05:12:13Z	2018-03-08T15:52:54Z	Hotels,Lodging,Hotel	Accommodation & Food Services	Hearthside Village Cottage Motel	http://www.hearthsidevillage.com	LOC0556
AVwc67ME_7pvs4fz0YVR	2016-03-31T03:46:10Z	2018-01-28T07:11:59Z	Hotels,Hotels and motels,Hotel and motel reservations,Hotel	Accommodation & Food Services	Ramada Mesa Phoenix East Area	http://www.ramada.com	LOC0727
AVwc68x7_7pvs4fz0YnD	2015-10-21T17:42:30Z	2018-04-18T14:16:55Z	Hotels,Hotels and motels,Budget Hotels,Tourist Hotels,Hotels Motels,Family-friendly Hotels,Business Hotels,Hotel	Accommodation & Food Services	Red Roof Inn Fresno - Yosemite Gateway	http://redroof.com,http://www.redroof.com	LOC0670
AVwc69WpkufWRAb50cQn	2016-03-23T04:32:08Z	2018-01-28T08:34:58Z	Hotels and motels,Hotel and motel reservations,Hotels,Lodging,Motels,Hotel	Accommodation & Food Services	Americas Best Value Inn-north Capital	https://www.redlion.com/north-capital	LOC0974
AVwc6ahtkufWRAb50Wq7	2016-11-06T04:46:50Z	2018-01-28T15:22:39Z	Hotels,Lodging,Corporate Lodging,Motels,Hotel,Hotels Motels,Family-friendly Hotels,Budget Hotels,Business Hotels,Hotels & Motels	Accommodation & Food Services	Comfort Inn	https://www.choicehotels.com/colorado/fort-morgan/comfort-inn-hotels/co183?pmf=yextandmc=llyxyxpx,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PNH1zm8s3Brpxys1zenB1gqaWKBJHqW1zmY4LugXzRMmOjSooJ	LOC0331
AVwc6Hq2ByjofQCxjf93	2016-06-23T16:46:53Z	2018-04-14T12:57:52Z	Hotels,Corporate Housing,Budget Hotels,Lodging,Hotels Motels,Family-friendly Hotels,Hotels & Motels,Business Hotels,Hotel	Accommodation & Food Services	Best Western Plus Executive Inn	https://www.bestwestern.com/en_US/book/hotel-rooms.39090.html?iata=00171890andssob=BLBWI0003Gandcid=BLBWI0003G:yext:website:39090,http://book.bestwestern.com/bestwestern/US/PA/Saint-Marys-hotels/BEST-WESTERN-PLUS-Executive-Inn/Hotel-Overview.do?propertyCo	LOC1328
AVwc6hUwkufWRAb50Xu1	2016-08-19T13:02:40Z	2018-04-14T11:04:45Z	Hotels,Resorts & Vacation Cottages,Resorts,Recreation Centers,Apartment Hotels,Lodging,Hotels-Apartment,Hotels Motels,Motels,Hotels & Motels,Hotel	Accommodation & Food Services	Heidelberg Lodges	http://www.heidelberglodges.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PNH1zm8s3Brpxys1zenB1gqaWKBJHqW1zhX7DBrSaIMV241jqZEoXaSmgi6agfI3CblsksW2oDnI6caxNaHt6gp4bQWRebP-1lSk6iIwJC4Hm1GR6Fw3	LOC1409
AVwc6K4B_7pvs4fz0QVw	2015-11-06T12:00:37Z	2018-01-19T07:13:49Z	Hotels,Hotel,Travel and Tourism	Accommodation & Food Services	M-Star Cedar City	http://www.mstarcedarcityutah.com	LOC0454
AVwc6Mep_7pvs4fz0Qmz	2016-12-15T19:42:44Z	2018-03-19T13:00:12Z	Hotel,Hotels Motels,Hotels & Motels	Accommodation & Food Services	Residence Inn Naples	http://www.marriott.com/hotels/travel/rswna-residence-inn-naples/?pid=CORPYLP,http://www.marriott.com/hotels/travel/rswna-residence-inn-naples/,http://marriott.com/hotels/travel/rswna-residence-inn-naples/	LOC1764
AVwc6ndVByjofQCxjlhg	2016-05-21T20:02:47Z	2018-01-08T19:12:06Z	Hotels,Motels,Hotel	Accommodation & Food Services	Americas Best Value Inn	http://www.americasbestvalueinn.com,http://www.daysinn.com	LOC1388
AVwc-6nWIN2L1WUfq_Rx	2016-03-23T04:04:27Z	2018-01-30T05:09:07Z	Hotels,Motels,Lodging,Hotels Motels,Hotel,Restaurants,Hotels & Motels	Accommodation & Food Services	Grand Imperial Hotel	http://www.grandimperialhotel.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN	LOC1472
AVwc6o7hkufWRAb50Y9Z	2016-03-24T11:38:58Z	2018-01-21T05:28:33Z	Hotels and motels,Hotels,Lodging,Corporate Lodging,Hotel	Accommodation & Food Services	Hampton Inn & Suites Rosemont Chicago O'hare	https://ad.doubleclick.net/ddm/clk/317271033;145636969;l;u=Y_CHIRSHX_W_D?http://www3.hilton.com/en_US/hi/doorway/index.htm?sourceCode=00081391andredirectURL=http%3A%2F%2Fwww3.hilton.com%2Fen%2Fhotels%2F0%2FCHIRSHX%2Findex.html%3FWT.mc_id%3DzDA01MB2OLG34YX	LOC0878
AVwc6p2DIN2L1WUfqTIg	2016-03-23T04:28:17Z	2018-01-09T12:18:58Z	Hotels,Resorts,Hotels Motels,Hotel	Accommodation & Food Services	North Star Lodge	http://www.northstarinn.com	LOC0616
AVwc6PA1kufWRAb50UpC	2016-11-17T15:08:05Z	2018-01-22T05:45:56Z	Hotels and motels,Hotels,Conference Room,Hotel,Meeting Room	Accommodation & Food Services	Holiday Inn Hotel & Suites Tampa North-busch Gardens Area	http://www.ihg.com/holidayinn/hotels/us/en/tampa/tpats/hoteldetail	LOC1826
AVwc6pA3kufWRAb50Y-l	2016-11-17T20:42:01Z	2018-01-18T07:26:58Z	Hotels,Lodging,Motels,Hotels Motels,Hotels & Motels,Hotel	Accommodation & Food Services	Country Vintage Inn	http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJoc7wcAib	LOC1194
AVwc6R4-ByjofQCxjhyS	2016-05-16T22:54:52Z	2018-01-19T05:46:47Z	Hotels,Lodging,Corporate Lodging,Hotel	Accommodation & Food Services	Hampton Inn Memphis/Southaven	http://hamptoninn3.hilton.com/en/hotels/mississippi/hampton-inn-memphis-southaven-MEMSOHX/index.html	LOC0905
AVwc6syHIN2L1WUfqTpO	2016-03-28T05:54:30Z	2018-05-06T08:38:35Z	Hotels,Restaurant,Event Space,Wedding Hall,Lodging,Hotels Motels,Hotel	Accommodation & Food Services	Table Mountain Inn	https://www.tablemountaininn.com,http://www.tablemountaininn.com	LOC1709
AVwc6TC1IN2L1WUfqPIt	2016-05-16T23:11:54Z	2018-04-14T13:08:17Z	Hotels,Lodging,Motels,Hotel	Accommodation & Food Services	Motel 6 Ardmore	https://www.motel6.com/en/motels.ok.ardmore.4602.html?srccode=X_PMG_NaturalSearch_Local_Yext_4602&utm_source=local&utm_medium=local&utm_campaign=yextlocal-4602,https://www.motel6.com/en/motels.ok.ardmore.4602.html?lid=X_PMG_NaturalSearch_Local_Yext_4602an	LOC0254
AVwc6uOPkufWRAb50Z2v	2016-05-16T22:41:14Z	2018-03-08T11:43:24Z	Hotels,Lodging,Motels,Hotels Motels,Hotel,Hotels & Motels	Accommodation & Food Services	Rodeway Inn	http://www.choicehotels.com,https://www.choicehotels.com/tennessee/brownsville/rodeway-inn-hotels/tn716?pmf=yext&mc=llyxyxpx	LOC0566
AVwc6veOkufWRAb50aEF	2016-05-22T21:43:22Z	2018-01-30T05:52:11Z	Hotel,Hotels	Accommodation & Food Services	Sleep Inn & Suites Van Buren	https://www.choicehotels.com/arkansas/van-buren/sleep-inn-hotels/ar176?mc=llyxyxpx	LOC1059
AVwc6WwdByjofQCxjiqU	2015-09-16T16:53:38Z	2018-01-28T14:31:03Z	Hotels,Lodging,Motels,Resorts,Hotel	Accommodation & Food Services	Old Colonial Motel	http://www.oldcolonialmotel.com	LOC1120
AVwc70fJ_7pvs4fz0hwm	2016-11-14T14:52:55Z	2018-01-28T14:31:20Z	Hotels,Lodging,Motels,Hotel	Accommodation & Food Services	Jack Huff's	http://www.jackhuffs.com	LOC0716
AVwc76DDIN2L1WUfqgpv	2016-03-27T14:42:12Z	2018-01-29T05:48:15Z	Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotels,Lodging,Motels,Hotel	Accommodation & Food Services	Days Inn Faribault	http://www.daysinn.com	LOC1158
AVwc79vuIN2L1WUfqhQG	2015-11-08T06:14:13Z	2018-06-25T08:56:08Z	Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel	Accommodation & Food Services	Century Hotel	http://www.thecenturyhotel.com,http://www.thecenturyhotel.com/	LOC1054
AVwc7A4mkufWRAb50c7D	2016-04-05T02:30:51Z	2018-01-28T09:34:10Z	Corporate Lodging,Hotels,Lodging,Hotels Motels,Hotels and motels,Hotel	Accommodation & Food Services	Mountain View Inn	http://www.magnusonhotels.com/hotel-details.cfm?pcode=M19473	LOC0101
AVwc-7e9ByjofQCxkSN3	2016-03-31T03:46:30Z	2018-08-27T16:58:14Z	Hotels,Lodging,Motels,Hotel	Accommodation & Food Services	Comfort Inn I-10 West at 51st Ave	https://www.choicehotels.com/arizona/phoenix/comfort-inn-hotels/az350?pmf=yextandmc=llyxyxpx	LOC1784
AVwc7gsDkufWRAb50iL_	2017-04-18T11:08:48Z	2018-01-28T07:22:12Z	Hotel,Hotel and motel mgmt.,Hotels and motels,Restaurants,American restaurants,Hotels,Lodging,Travel and Tourism	Accommodation & Food Services	Best Western Pioneer Inn	https://www.bestwestern.com/en_US/book/hotel-rooms.12012.html?iata=00171890&ssob=BLBWI0003G,https://www.bestwestern.com/en_US/book/hotel-rooms.12012.html?iata=00171890andssob=BLBWI0003Gandcid=BLBWI0003G:yext:website:12012,http://www.pioneerinn-maui.com,ht	LOC0414
AVwc7i2zIN2L1WUfqcza	2016-10-20T05:42:42Z	2018-03-10T19:10:45Z	Hotel,Hotel Bar,Hotels,Hotels and motels,Hotels Motels	Accommodation & Food Services	Four Points by Sheraton Columbus Ohio Airport	http://www.fourpointscolumbusairport.com?SWAQ=94ZA,http://www.fourpoints.com/columbusairport	LOC0535
AVwc7MRAByjofQCxjrsp	2016-10-30T21:14:37Z	2018-03-12T09:07:54Z	Hotels,Lodging,Motels,Hotels and motels,Hotel and motel reservations,Hotels Motels,Budget Hotels,Hotel,Hotels & Motels	Accommodation & Food Services	Days Inn Gillette	http://www.daysinn.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PNH1zm8s3Brpxys1zenB1gqaWKBJHqW1zkB9CEgUN4MTXSxvnl7biwzAYAaLBsz2JhIWnLfrV8fNGrGIy5k2gMIwXFJqqGHGJ2jxt4M48LXpRT5dAu790PF71MMqO	LOC0673
AVwc7mVnByjofQCxjwJZ	2016-11-14T23:53:47Z	2018-01-18T18:43:10Z	Hotel,Hotels Motels,Hotels	Accommodation & Food Services	Baymont Inn & Suites Pueblo	http://www.baymontinns.com	LOC1517
AVwc7OG9_7pvs4fz0boR	2016-06-05T19:25:24Z	2018-05-28T16:21:24Z	Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Hotels Motels,Motels,Bed & Breakfast & Inns,Hotel	Accommodation & Food Services	Drury Inn Suites Dayton North	http://druryhotels.com,http://www.druryhotels.com	LOC0874
AVwc7Qx9ByjofQCxjsf8	2016-03-07T13:09:55Z	2018-01-28T10:47:03Z	Resorts,Hotels,Lodging,Hotel	Accommodation & Food Services	Crown Reef Beach Resort and Waterpark	http://crownreef.com	LOC0737
AVwc7s33_7pvs4fz0gsE	2016-05-16T23:02:51Z	2018-02-03T12:15:12Z	Hotel,Hotels Motels,Family-Friendly Hotels,Tourist Hotels,Weekend Getaway Hotels,Resorts,Beach Hotels,Budget Hotels,Lodging,Business Hotels	Accommodation & Food Services	Holiday Inn Express Tulsa-Woodland Hills	https://www.ihg.com/holidayinnexpress/hotels/us/en/tulsa/tulwh/hoteldetail,http://ihg.com/holidayinnexpress/	LOC1399
AVwc7Say_7pvs4fz0cTU	2016-06-22T19:06:54Z	2018-01-30T05:52:35Z	Hotel,Hotels,Lodging,Hotels Motels	Accommodation & Food Services	Best Western Mesquite Inn	https://www.bestwestern.com/en_US/book/hotel-rooms.29082.html?iata=00171890&ssob=BLBWI0003G,https://www.bestwestern.com/en_US/book/hotel-rooms.29082.html?iata=00171890andssob=BLBWI0003Gandcid=BLBWI0003G:yext:website:29082,https://www.bestwestern.com/en_US	LOC0822
AVwc7TFBkufWRAb50f5a	2016-02-26T13:59:52Z	2018-03-12T00:50:16Z	Resorts,Lodging,Hotel,Hotels	Accommodation & Food Services	Schooner Creek Resort	http://www.schoonercreekresort.com	LOC1297
AVwc7uurIN2L1WUfqexC	2016-10-29T04:04:16Z	2018-05-28T16:20:56Z	Hotels,Resort,Motel,Hotel	Accommodation & Food Services	Courtyard by Marriott Houston Brookhollow	http://www.marriott.com/hotels/travel/houcy-courtyard-houston-brookhollow/	LOC0688
AVwc7W8SByjofQCxjtic	2017-02-11T02:08:40Z	2018-06-25T08:59:46Z	Hotels,Hotels and motels,Lodging,Real estate,Hotel	Accommodation & Food Services	Aloft Cleveland Downtown	http://www.aloftclevelanddowntown.com?SWAQ=94ZA,http://www.aloftclevelanddowntown.com?swaq=94za,http://www.alofthotels.com/clevelanddowntown	LOC0864
AVwc800dByjofQCxj9NN	2016-11-16T02:55:55Z	2018-08-27T16:58:14Z	Hotels,Hotel	Accommodation & Food Services	Red Roof Inn Phoenix North - Bell Road	http://redroof.com	LOC1217
AVwc83FykufWRAb50v4c	2016-08-25T20:52:05Z	2018-01-18T05:27:26Z	Hotels and motels,Hotels Motels,Hotel	Accommodation & Food Services	Bluewater Inn And Suites	http://www.bluewaterinngrandhaven.com	LOC0675
AVwc86f6IN2L1WUfqrX4	2015-10-21T17:39:48Z	2018-02-04T08:11:02Z	Hotels and motels,Hotels & Motels,Hotel	Accommodation & Food Services	Diamond Inn	http://www.diamondinnlax.com	LOC0765
AVwc8iv1_7pvs4fz0pPO	2016-05-07T23:29:58Z	2018-01-09T12:19:09Z	Hotels,Lodging,Motels,Hotel	Accommodation & Food Services	Hotel Stebbins	http://www.thehotelstebbins.com	LOC0227
AVwc8kL0IN2L1WUfqno4	2017-03-15T18:57:14Z	2018-02-06T05:33:30Z	Hotel,Hotels and motels,Lodging,Hotels	Accommodation & Food Services	Best Western Premier Energy Corridor	https://www.bestwestern.com/en_US/book/hotel-rooms.44731.html?iata=00171890andssob=BLBWI0003Gandcid=BLBWI0003G:yext:website:44731	LOC1726
AVwc8lRTIN2L1WUfqn1u	2015-11-06T09:22:59Z	2018-06-25T08:59:30Z	Hotels and motels,Travel and Tourism,Hotel	Accommodation & Food Services	Innkeeper Danville West	http://www.innkeep.com	LOC0361
AVwc8morkufWRAb50tS8	2016-03-31T03:46:25Z	2018-02-08T04:35:39Z	Hotels & Motels,Meeting Facilities,Hotel	Accommodation & Food Services	Clarion Hotel Anaheim Resort	http://www.choicehotels.com	LOC0342
AVwc8rOXByjofQCxj7p9	2016-05-06T21:38:37Z	2018-06-30T22:42:58Z	Hotels,Hotels and motels,Hotels Motels,Hotel	Accommodation & Food Services	Ramada-ankeny	http://www.ramada.com	LOC0781
AVwc8zcmkufWRAb50vRJ	2016-08-25T20:35:06Z	2018-01-25T05:31:03Z	Motels,Hotels,Hotel,Hotels & Motels	Accommodation & Food Services	Maple Leaf Motel	http://mapleleafmotel.com	LOC0155
AVwc8ZYIByjofQCxj4ti	2016-03-23T04:32:12Z	2018-01-09T15:30:38Z	Hotels,Corporate Lodging,Hotels-Apartment,Lodging,Motels,Hotels Motels,Hotels & Motels,Hotel	Accommodation & Food Services	Extended Stay America Charlotte - Pineville - Pineville Matthews Rd.	http://dms.netmng.com/si/cm/tracking/DGTrackingRedirect.aspx?siclientid=2918andsiredirect=http%3a%2f%2fwww.extendedstayamerica.com%2fproperty%2fExtended-Stay-America-Charlotte-Pineville-Pineville-Matthews-Rd-hotel.htmlandsisearchengine=326andsiproduct=Ext	LOC0289
AVwc9__JkufWRAb507S0	2016-11-06T20:22:11Z	2018-06-25T08:58:22Z	Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel	Accommodation & Food Services	Drury Inn & Suites Charlotte Northlake	http://druryhotels.com	LOC0157
AVwc9_IUByjofQCxkI2N	2016-12-15T19:37:32Z	2018-01-16T05:11:14Z	Hotels,Lodging,Corporate Lodging,Hotel	Accommodation & Food Services	Fairfield Inn Great Falls	http://www.marriott.com/hotels/travel/gtffi-fairfield-inn-great-falls	LOC0751
AVwc9057IN2L1WUfq0Vf	2015-10-20T02:29:20Z	2018-02-12T05:39:58Z	Hotels and motels,Restaurants,American restaurants,Hotel,Hotels Motels,Hotels	Accommodation & Food Services	The Inn At Virginia Tech And Skelton Conference Center	http://vt.edu	LOC0250
AVwc93g4_7pvs4fz02fD	2016-06-08T16:29:54Z	2018-08-27T16:58:42Z	Hotels,Bed Breakfast Lakeview,Hotel	Accommodation & Food Services	The Villa Toscana	http://www.thevillatoscana.com	LOC0292
AVwc95mPByjofQCxkH5E	2016-11-06T04:31:02Z	2018-01-19T07:13:42Z	Hotels,Lodging,Motels,Hotels Motels,Hotel,Hotels & Motels	Accommodation & Food Services	Klondike Motel	http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJcIcuiBAM	LOC1799
AVwc9-5r_7pvs4fz0300	2016-05-09T18:05:45Z	2018-07-20T18:16:32Z	Hotels,Hotel & Motel Reservations,Accommodation Reservations,Hotel Woodbridge,Hotels Motels,Accommodations & Lodging,Hotel Representatives,Hotel	Accommodation & Food Services	Hampton Inn Potomac Mills/Woodbridge	http://www.hampton.com,https://ad.doubleclick.net/ddm/clk/317271033;145636969;l;u=Y_WASWBHX_W_D?http://www3.hilton.com/en_US/hi/doorway/index.htm?sourceCode=00081391&redirectURL=http%3A%2F%2Fwww3.hilton.com%2Fen%2Fhotels%2F0%2FWASWBHX%2Findex.html%3FWT.mc	LOC1578
AVwc99vI_7pvs4fz03nG	2016-05-16T22:54:22Z	2018-01-30T05:18:35Z	Hotels and motels,Hotels,Lodging,Hotel	Accommodation & Food Services	Home2 Suites By Hilton Gainesville	https://ad.doubleclick.net/ddm/clk/317271033;145636969;l;u=Y_GNVTHHT_W_D?http://www3.hilton.com/en_US/hi/doorway/index.htm?sourceCode=00081391andredirectURL=http%3A%2F%2Fwww3.hilton.com%2Fen%2Fhotels%2F0%2FGNVTHHT%2Findex.html%3FWT.mc_id%3DzDA01MB2OLG34YX	LOC0503
AVwc9CkdIN2L1WUfqsfz	2016-06-04T23:02:45Z	2018-01-22T05:30:40Z	Hotels,Lodging,Motels,Hotel	Accommodation & Food Services	Motel 6 Mason	https://www.motel6.com/en/motels.oh.mason.8771.html?lid=X_PMG_NaturalSearch_Local_Yext_8771andutm_source=localandutm_medium=localandutm_campaign=yextlocal-8771	LOC1316
AVwc9dgR_7pvs4fz0yTg	2016-05-16T23:06:00Z	2018-06-22T18:24:28Z	Hotels,Hotels and motels,Lodging,Hotels Motels,Motels,Hotel	Accommodation & Food Services	Best Western Mulberry Hotel	https://www.bestwestern.com/en_US/book/hotel-rooms.10400.html?iata=00171890andssob=BLBWI0003Gandcid=BLBWI0003G:yext:website:10400,https://www.bestwestern.com/en_US/book/hotel-details.10400.html?iata=00171890&ssob=BLBWI0003G&cid=BLBWI0003G:yext:website:104	LOC1762
AVwc9DlEIN2L1WUfqsqL	2016-11-21T15:57:36Z	2018-01-31T06:45:30Z	Hotel,Hotels	Accommodation & Food Services	Waterfront Place Hotel	http://waterfrontplacehotel.com	LOC1277
AVwc9KMbByjofQCxkAXG	2015-10-22T15:17:08Z	2018-03-08T21:18:23Z	Hotels,Lodging,Motels,Hotel,Travel & Transport,Hotels & Motels	Accommodation & Food Services	Americas Best Value Inn Suites	https://www.redlion.com/pinckneyville	LOC1505
